x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5954049825668335,0.8057634830474854,-4.931285957354703e-07,0.6084891557693481,0.6763549447059631,-0.015159638598561287,0.6692500114440918,0.5482428669929504,-0.02833564393222332,0.7313452959060669,0.4594768285751343,-0.039678625762462616,0.7627731561660767,0.3805341422557831,-0.04658658802509308,0.7399328947067261,0.547642171382904,-0.03727041929960251,0.8401901125907898,0.5678460597991943,-0.06452946364879608,0.8188559412956238,0.6044104099273682,-0.0770188570022583,0.7758989334106445,0.6124780774116516,-0.08198945969343185,0.7650907039642334,0.6323783993721008,-0.04561759904026985,0.8657393455505371,0.6464327573776245,-0.06201101839542389,0.8379906415939331,0.6737053990364075,-0.062201064079999924,0.7918419241905212,0.677290678024292,-0.061522554606199265,0.7798640727996826,0.7276344895362854,-0.054988130927085876,0.8701937794685364,0.7360321283340454,-0.0683009922504425,0.8396674394607544,0.7531102299690247,-0.054421864449977875,0.797206699848175,0.7560380101203918,-0.04504599794745445,0.7857246398925781,0.8266062140464783,-0.06527616828680038,0.8437132835388184,0.8263377547264099,-0.07380799949169159,0.8129163980484009,0.83567875623703,-0.05922945216298103,0.7789812684059143,0.8369362950325012,-0.04682028666138649,HELLO
0.5909648537635803,0.8169286847114563,-3.843063041131245e-07,0.6068060398101807,0.6788383722305298,-0.008930828422307968,0.6660838723182678,0.5502262115478516,-0.020712414756417274,0.7313152551651001,0.4621158242225647,-0.03211184963583946,0.7648151516914368,0.3845490515232086,-0.038994744420051575,0.7363743782043457,0.5486325025558472,-0.02990998513996601,0.841408371925354,0.5657142996788025,-0.054641835391521454,0.8248947858810425,0.6052477955818176,-0.06535923480987549,0.782230019569397,0.6158406734466553,-0.06861549615859985,0.7653515338897705,0.6327287554740906,-0.03987051546573639,0.8688568472862244,0.6416337490081787,-0.05167868733406067,0.8428958654403687,0.6735512614250183,-0.04926801845431328,0.7951397895812988,0.6795380711555481,-0.04746335744857788,0.784248948097229,0.7277382016181946,-0.050539154559373856,0.8710236549377441,0.7325599789619446,-0.05780336260795593,0.8414621949195862,0.7540348768234253,-0.04129151999950409,0.7973009943962097,0.7586745023727417,-0.03138799965381622,0.7926843762397766,0.8237830400466919,-0.06199118122458458,0.848214864730835,0.8216934204101562,-0.06472285091876984,0.8182578086853027,0.833730936050415,-0.04767991229891777,0.7834904193878174,0.8358597755432129,-0.034290749579668045,HELLO
0.5843678712844849,0.8095657825469971,-3.64757084980738e-07,0.6114102602005005,0.671281099319458,-0.007622161414474249,0.6725336909294128,0.5457590222358704,-0.016557184979319572,0.7359707951545715,0.4564683437347412,-0.025728171691298485,0.7689142823219299,0.37917962670326233,-0.030114121735095978,0.7446370720863342,0.5438557863235474,-0.019808422774076462,0.8516427874565125,0.5657695531845093,-0.040670789778232574,0.8363949060440063,0.6099758148193359,-0.05100579932332039,0.7964709401130676,0.6223448514938354,-0.05494567006826401,0.7724693417549133,0.6301847100257874,-0.029168186709284782,0.8744485974311829,0.6473135352134705,-0.03607110679149628,0.8492432832717896,0.6818661689758301,-0.03439759835600853,0.8028286695480347,0.6857283115386963,-0.03444802761077881,0.7888069152832031,0.7251290082931519,-0.039518438279628754,0.8711106777191162,0.7404052019119263,-0.042848654091358185,0.8424361944198608,0.7616163492202759,-0.027398869395256042,0.7979649901390076,0.7628323435783386,-0.01933918707072735,0.7933149337768555,0.8193178176879883,-0.050818171352148056,0.8421308994293213,0.8262114524841309,-0.04969560354948044,0.8128010034561157,0.8372384905815125,-0.032480478286743164,0.7776176333427429,0.8361501097679138,-0.019843894988298416,HELLO
0.5806292295455933,0.8238444328308105,-4.0169740600504156e-07,0.6070355772972107,0.6801661849021912,-0.0056062196381390095,0.6695793867111206,0.5509254336357117,-0.014340701512992382,0.7335152626037598,0.4602746367454529,-0.02414891868829727,0.7660553455352783,0.38088634610176086,-0.029011042788624763,0.7465421557426453,0.5484351515769958,-0.014536701142787933,0.852191686630249,0.5736004114151001,-0.03448418900370598,0.8352288603782654,0.617199718952179,-0.04514668509364128,0.7941246628761292,0.6285954117774963,-0.04956083372235298,0.7728645205497742,0.6347854733467102,-0.024601059034466743,0.8733679056167603,0.6553459167480469,-0.029866483062505722,0.8482974767684937,0.6908301115036011,-0.027670968323946,0.8023850321769714,0.6950380206108093,-0.028249962255358696,0.7881866693496704,0.7289043664932251,-0.03594430163502693,0.8717620968818665,0.7467284798622131,-0.037794191390275955,0.843005359172821,0.7686724066734314,-0.02197815105319023,0.7979910969734192,0.7699593901634216,-0.014454113319516182,0.7926958203315735,0.822016716003418,-0.04834072291851044,0.8443982601165771,0.8305763006210327,-0.04581752419471741,0.8140034079551697,0.8421287536621094,-0.028583768755197525,0.7780624628067017,0.8407067060470581,-0.01657787337899208,HELLO
0.5842037200927734,0.8216785192489624,-3.734655820153421e-07,0.6111975312232971,0.6770594120025635,-0.00519141647964716,0.6747776865959167,0.5490965843200684,-0.01411506999284029,0.7408724427223206,0.45639580488204956,-0.02347395569086075,0.770846426486969,0.3752732574939728,-0.027885090559720993,0.7420250177383423,0.5448046922683716,-0.021363001316785812,0.8537048697471619,0.5662842988967896,-0.04056520015001297,0.8382920026779175,0.6124866008758545,-0.04836047440767288,0.7980978488922119,0.6236645579338074,-0.05067668482661247,0.7714323997497559,0.6304517984390259,-0.030623359605669975,0.8771383166313171,0.6466077566146851,-0.03497600927948952,0.8527569770812988,0.6824449300765991,-0.0299032311886549,0.8070358633995056,0.6856434345245361,-0.028620382770895958,0.7898520231246948,0.7237950563430786,-0.04048342630267143,0.8746753931045532,0.7391253113746643,-0.04110020026564598,0.8472616076469421,0.7616714835166931,-0.02389185130596161,0.8039685487747192,0.7630979418754578,-0.01571710966527462,0.7976887822151184,0.8155739903450012,-0.05118219181895256,0.851944088935852,0.8241565227508545,-0.046958476305007935,0.822674572467804,0.8356803059577942,-0.02886870689690113,0.7873082756996155,0.8332509994506836,-0.016614001244306564,HELLO
0.5834859013557434,0.8214746117591858,-4.115327953968517e-07,0.6113671064376831,0.6768665313720703,-0.0060092066414654255,0.6745681762695312,0.5484614968299866,-0.015035290271043777,0.7402639389038086,0.4566478729248047,-0.02440347895026207,0.7706879377365112,0.3753688335418701,-0.028718529269099236,0.7426586151123047,0.5449923276901245,-0.020953310653567314,0.8520520925521851,0.5658150315284729,-0.040395934134721756,0.8343693017959595,0.6092234253883362,-0.04859158396720886,0.7925316691398621,0.6196293234825134,-0.05137152224779129,0.7720295786857605,0.6306056976318359,-0.030101196840405464,0.8755556344985962,0.6459234952926636,-0.034991830587387085,0.8510851860046387,0.6811152696609497,-0.030874352902173996,0.8055514693260193,0.6854981184005737,-0.030515143647789955,0.791144609451294,0.7239366769790649,-0.03998878598213196,0.874984622001648,0.7386848330497742,-0.04125162959098816,0.8471282124519348,0.7609438896179199,-0.024433588609099388,0.8034756779670715,0.7629163265228271,-0.016649659723043442,0.7993595004081726,0.8156026601791382,-0.05082402750849724,0.8538028001785278,0.8233458399772644,-0.047665033489465714,0.8241427540779114,0.8352005481719971,-0.030080074444413185,0.7884023189544678,0.8336666822433472,-0.01818079501390457,HELLO
0.5888006687164307,0.8251774311065674,-3.40241740559577e-07,0.6151319742202759,0.6765722036361694,-0.005183238070458174,0.6782455444335938,0.5475035905838013,-0.013708272017538548,0.7430102229118347,0.45415014028549194,-0.02304982766509056,0.7728820443153381,0.3729344606399536,-0.027256855741143227,0.7417388558387756,0.539620041847229,-0.01850457303225994,0.8536316752433777,0.563138484954834,-0.03833774849772453,0.8396068215370178,0.6096760034561157,-0.0461963526904583,0.8000993132591248,0.6205039620399475,-0.04873451590538025,0.7707986831665039,0.6225085258483887,-0.028719522058963776,0.8801839351654053,0.64216548204422,-0.03603717312216759,0.8564584851264954,0.6795157194137573,-0.032214514911174774,0.8101985454559326,0.6838225722312927,-0.030951084569096565,0.7900518774986267,0.7151200175285339,-0.03988683596253395,0.8783254027366638,0.7368759512901306,-0.04335816204547882,0.8495661020278931,0.7607908248901367,-0.026753457263112068,0.8051567673683167,0.7614247798919678,-0.018219344317913055,0.7983777523040771,0.8088728189468384,-0.052011266350746155,0.8552566170692444,0.8251272439956665,-0.05053923279047012,0.8238970041275024,0.8369401693344116,-0.033577922731637955,0.7865337133407593,0.8325308561325073,-0.021679693832993507,HELLO
0.5914884805679321,0.8263102769851685,-3.751592601020093e-07,0.615582287311554,0.6773226857185364,-0.00479878718033433,0.6789627075195312,0.5480982661247253,-0.012580017559230328,0.7459378838539124,0.45446205139160156,-0.020946001634001732,0.7757319211959839,0.37206780910491943,-0.02415863424539566,0.740789532661438,0.5386861562728882,-0.021036965772509575,0.8534865975379944,0.5624798536300659,-0.04057146981358528,0.8385028839111328,0.6065928339958191,-0.047285936772823334,0.7975221276283264,0.6171768307685852,-0.049193184822797775,0.7714946866035461,0.6202671527862549,-0.03118005022406578,0.8796107769012451,0.6386775374412537,-0.03838907554745674,0.8565344214439392,0.674776017665863,-0.034445974975824356,0.8109589219093323,0.6810476183891296,-0.03342031314969063,0.7929990291595459,0.7121029496192932,-0.0418594554066658,0.8803611397743225,0.7311624884605408,-0.04485754668712616,0.8516150116920471,0.7554818391799927,-0.02836473099887371,0.807450532913208,0.757757306098938,-0.020295100286602974,0.803489625453949,0.8058364391326904,-0.053447406738996506,0.8578330278396606,0.8214577436447144,-0.05246855691075325,0.8263944387435913,0.8338402509689331,-0.036444030702114105,0.7893092632293701,0.8309768438339233,-0.025213437154889107,HELLO
0.5900434255599976,0.8230530023574829,-3.792594895912771e-07,0.6154446601867676,0.6753355264663696,-0.005787388887256384,0.6793822050094604,0.5469672083854675,-0.014062744565308094,0.745987594127655,0.45394665002822876,-0.022824568673968315,0.7761175632476807,0.3714166283607483,-0.026450667530298233,0.740979790687561,0.5381090044975281,-0.021460475400090218,0.8533823490142822,0.5640189051628113,-0.04193442314863205,0.8376879692077637,0.6067778468132019,-0.049440011382102966,0.7961346507072449,0.6165064573287964,-0.051836419850587845,0.7708296775817871,0.6199818253517151,-0.03157684952020645,0.8790165185928345,0.6393682956695557,-0.03970314934849739,0.8557097911834717,0.6740988492965698,-0.0365852415561676,0.8101657629013062,0.6797602772712708,-0.03614066541194916,0.7918660640716553,0.7120566964149475,-0.04238218069076538,0.88014155626297,0.7316354513168335,-0.04659707099199295,0.8505854606628418,0.7545889616012573,-0.030582262203097343,0.8059736490249634,0.7560101747512817,-0.02261105366051197,0.8020549416542053,0.8056880831718445,-0.054112497717142105,0.8579009175300598,0.8199763894081116,-0.05411208048462868,0.8262045979499817,0.8318827152252197,-0.038164813071489334,0.7886475324630737,0.8292210102081299,-0.026839787140488625,HELLO
0.5963494777679443,0.8298401236534119,-3.432254231938714e-07,0.6192789077758789,0.678814172744751,-0.002687617903575301,0.6798402070999146,0.5477190017700195,-0.010010091587901115,0.7454246878623962,0.45291855931282043,-0.017966993153095245,0.7769985198974609,0.37149015069007874,-0.020825738087296486,0.7418347597122192,0.5374970436096191,-0.022086486220359802,0.8556621670722961,0.5609171390533447,-0.04004097357392311,0.8430513739585876,0.6069844365119934,-0.04481397196650505,0.804503321647644,0.6195493936538696,-0.045685335993766785,0.7724400162696838,0.6183545589447021,-0.032911818474531174,0.8822195529937744,0.6385916471481323,-0.037910912185907364,0.8594120144844055,0.6758980751037598,-0.03196154534816742,0.8140114545822144,0.6829015016555786,-0.0300483126193285,0.7934373617172241,0.7099497318267822,-0.0438413992524147,0.8792281746864319,0.7334091663360596,-0.04431755840778351,0.8495581150054932,0.7568774819374084,-0.02726214937865734,0.8050012588500977,0.757991373538971,-0.019716648384928703,0.8033167719841003,0.8039063215255737,-0.05551120638847351,0.8514634370803833,0.8233810663223267,-0.052795588970184326,0.8193301558494568,0.8342044353485107,-0.03717914596199989,0.7828115224838257,0.8294102549552917,-0.026812152937054634,HELLO
